Method,Order,Puzzle_length,Solution_length,Visited_states,Calculated_states,Max_deep,Calculating_time 
bfs,DRLU,6,6,197,413,6,5.759
bfs,DRUL,6,6,239,501,6,6.866
bfs,LUDR,6,6,147,311,6,4.668
bfs,LURD,6,6,142,302,6,4.321
bfs,RDLU,6,6,192,404,6,5.993
bfs,RDUL,6,6,234,492,6,6.802
bfs,ULDR,6,6,189,399,6,5.593
bfs,ULRD,6,6,184,390,6,5.498
dfs,DRLU,6,20,357786,357803,20,5230.892
dfs,DRUL,6,20,256,274,20,3.979
dfs,LUDR,6,18,177,193,20,2.621
dfs,LURD,6,18,79055,79069,20,1168.874
dfs,RDLU,6,20,357777,357796,20,5286.179
dfs,RDUL,6,20,247,267,20,4.034
dfs,ULDR,6,20,324111,324122,20,4804.859
dfs,ULRD,6,20,528965,528979,20,7871.105
astr,hamm,6,6,10,24,6,0.477
astr,manh,6,6,9,21,6,0.787
bfs,DRLU,6,6,297,638,6,8.682
bfs,DRUL,6,6,257,549,6,7.534
bfs,LUDR,6,6,233,507,6,7.037
bfs,LURD,6,6,228,498,6,6.903
bfs,RDLU,6,6,292,629,6,8.598
bfs,RDUL,6,6,252,540,6,7.41
bfs,ULDR,6,6,193,418,6,5.853
bfs,ULRD,6,6,188,409,6,5.716
dfs,DRLU,6,18,960,978,20,13.322
dfs,DRUL,6,18,358205,358220,20,5264.107
dfs,LUDR,6,20,325860,325878,20,4803.385
dfs,LURD,6,20,543504,543520,20,8024.47
dfs,RDLU,6,20,131964,131983,20,1947.863
dfs,RDUL,6,18,561,581,20,8.28
dfs,ULDR,6,20,257319,257337,20,3809.049
dfs,ULRD,6,20,238436,238455,20,3488.369
astr,hamm,6,6,7,14,6,0.31
astr,manh,6,6,7,14,6,0.577
bfs,DRLU,6,6,106,223,6,3.282
bfs,DRUL,6,6,106,223,6,3.269
bfs,LUDR,6,6,117,245,6,3.561
bfs,LURD,6,6,193,398,6,5.603
bfs,RDLU,6,6,182,376,6,5.283
bfs,RDUL,6,6,182,376,6,5.374
bfs,ULDR,6,6,117,245,6,3.575
bfs,ULRD,6,6,193,398,6,5.647
dfs,DRLU,6,20,52202,52219,20,737.367
dfs,DRUL,6,20,57186,57201,20,808.589
dfs,LUDR,6,16,37470,37479,20,522.751
dfs,LURD,6,20,598424,598438,20,8914.26
dfs,RDLU,6,18,702045,702055,20,10412.417
dfs,RDUL,6,18,670763,670776,20,9953.212
dfs,ULDR,6,20,72046,72058,20,1020.316
dfs,ULRD,6,20,475096,475113,20,7109.73
astr,hamm,6,6,7,16,6,0.353
astr,manh,6,6,7,16,6,0.64
bfs,DRLU,6,6,274,597,6,8.17
bfs,DRUL,6,6,308,668,6,9.068
bfs,LUDR,6,6,187,400,6,5.641
bfs,LURD,6,6,177,379,6,5.329
bfs,RDLU,6,6,264,576,6,7.88
bfs,RDUL,6,6,298,647,6,8.857
bfs,ULDR,6,6,221,471,6,6.608
bfs,ULRD,6,6,211,450,6,6.272
dfs,DRLU,6,20,62065,62083,20,887.173
dfs,DRUL,6,20,176461,176477,20,2597.79
dfs,LUDR,6,18,288,302,20,4.391
dfs,LURD,6,20,312138,312149,20,4706.072
dfs,RDLU,6,20,543900,543920,20,8126.221
dfs,RDUL,6,20,325981,326002,20,4805.704
dfs,ULDR,6,20,187934,187947,20,2713.058
dfs,ULRD,6,16,1650,1664,20,22.498
astr,hamm,6,6,7,14,6,0.313
astr,manh,6,6,7,14,6,0.582
bfs,DRLU,6,6,172,358,6,5.015
bfs,DRUL,6,6,237,502,6,6.921
bfs,LUDR,6,6,149,310,6,4.442
bfs,LURD,6,6,144,301,6,4.353
bfs,RDLU,6,6,167,349,6,4.92
bfs,RDUL,6,6,232,493,6,6.843
bfs,ULDR,6,6,214,454,6,6.293
bfs,ULRD,6,6,209,445,6,6.178
dfs,DRLU,6,20,132,150,20,2.065
dfs,DRUL,6,20,357863,357877,20,5253.823
dfs,LUDR,6,20,76,90,20,1.27
dfs,LURD,6,20,78871,78885,20,1172.43
dfs,RDLU,6,20,123,143,20,1.96
dfs,RDUL,6,20,357854,357870,20,5292.66
dfs,ULDR,6,20,115025,115040,20,1679.818
dfs,ULRD,6,20,107369,107383,20,1572.857
astr,hamm,6,6,7,14,6,0.315
astr,manh,6,6,7,14,6,0.587
bfs,DRLU,6,6,135,282,6,4.108
bfs,DRUL,6,6,135,282,6,4.029
bfs,LUDR,6,6,183,380,6,5.365
bfs,LURD,6,6,246,521,6,7.207
bfs,RDLU,6,6,198,423,6,5.898
bfs,RDUL,6,6,198,423,6,6.15
bfs,ULDR,6,6,183,380,6,5.338
bfs,ULRD,6,6,246,521,6,7.194
dfs,DRLU,6,20,54,72,20,1.025
dfs,DRUL,6,20,78858,78874,20,1144.541
dfs,LUDR,6,20,148,163,20,2.239
dfs,LURD,6,20,357876,357888,20,5274.397
dfs,RDLU,6,18,110038,110054,20,1614.404
dfs,RDUL,6,18,58190,58207,20,832.527
dfs,ULDR,6,20,148,163,20,2.239
dfs,ULRD,6,20,357876,357888,20,5286.43
astr,hamm,6,6,13,29,6,0.559
astr,manh,6,6,9,19,6,0.761
bfs,DRLU,6,6,173,372,6,5.19
bfs,DRUL,6,6,168,360,6,5.046
bfs,LUDR,6,6,285,619,6,8.57
bfs,LURD,6,6,317,687,6,9.439
bfs,RDLU,6,6,205,440,6,6.112
bfs,RDUL,6,6,200,428,6,6.026
bfs,ULDR,6,6,280,607,6,8.333
bfs,ULRD,6,6,312,675,6,9.245
dfs,DRLU,6,18,181,199,20,3.001
dfs,DRUL,6,18,357738,357754,20,5256.5
dfs,LUDR,6,20,62087,62101,20,889.022
dfs,LURD,6,20,176474,176488,20,2585.371
dfs,RDLU,6,20,187909,187927,20,2746.049
dfs,RDUL,6,16,1280,1297,20,17.547
dfs,ULDR,6,20,543925,543940,20,8035.409
dfs,ULRD,6,20,326003,326020,20,4867.57
astr,hamm,6,6,8,16,6,0.349
astr,manh,6,6,7,14,6,0.596
bfs,DRLU,6,6,103,217,6,3.196
bfs,DRUL,6,6,184,379,6,5.349
bfs,LUDR,6,6,117,245,6,3.563
bfs,LURD,6,6,115,242,6,3.588
bfs,RDLU,6,6,101,214,6,3.158
bfs,RDUL,6,6,182,376,6,5.274
bfs,ULDR,6,6,198,407,6,5.736
bfs,ULRD,6,6,196,404,6,5.669
dfs,DRLU,6,16,37100,37112,20,519.081
dfs,DRUL,6,20,103661,103675,20,1539.911
dfs,LUDR,6,20,225741,225755,20,3350.678
dfs,LURD,6,20,237883,237898,20,3491.884
dfs,RDLU,6,18,5593,5608,20,75.877
dfs,RDUL,6,20,5908,5924,20,79.38
dfs,ULDR,6,20,408607,408613,20,6180.201
dfs,ULRD,6,20,310854,310862,20,4667.177
astr,hamm,6,6,7,16,6,0.352
astr,manh,6,6,7,16,6,0.642
bfs,DRLU,6,6,156,335,6,4.719
bfs,DRUL,6,6,156,335,6,4.714
bfs,LUDR,6,6,249,534,6,7.332
bfs,LURD,6,6,329,712,6,9.783
bfs,RDLU,6,6,236,513,6,7.086
bfs,RDUL,6,6,236,513,6,7.063
bfs,ULDR,6,6,249,534,6,7.342
bfs,ULRD,6,6,329,712,6,9.708
dfs,DRLU,6,12,13,27,12,0.432
dfs,DRUL,6,12,78651,78663,20,1143.782
dfs,LUDR,6,18,532,547,20,7.566
dfs,LURD,6,18,358856,358866,20,5255.936
dfs,RDLU,6,20,543849,543868,20,8148.47
dfs,RDUL,6,20,325869,325890,20,4809.126
dfs,ULDR,6,18,222602,222614,20,3300.016
dfs,ULRD,6,18,1251,1264,20,17.065
astr,hamm,6,6,7,15,6,0.371
astr,manh,6,6,7,15,6,0.616
bfs,DRLU,6,6,152,316,6,4.497
bfs,DRUL,6,6,152,316,6,4.473
bfs,LUDR,6,6,231,486,6,6.746
bfs,LURD,6,6,229,487,6,6.84
bfs,RDLU,6,6,150,317,6,4.541
bfs,RDUL,6,6,150,317,6,4.53
bfs,ULDR,6,6,231,486,6,6.763
bfs,ULRD,6,6,229,487,6,6.747
dfs,DRLU,6,18,466,482,20,6.722
dfs,DRUL,6,18,79691,79704,20,1152.748
dfs,LUDR,6,20,238,253,20,3.696
dfs,LURD,6,20,357844,357856,20,5249.319
dfs,RDLU,6,20,78899,78918,20,1154.009
dfs,RDUL,6,20,190,211,20,3.116
dfs,ULDR,6,20,238,253,20,3.811
dfs,ULRD,6,20,357844,357856,20,5295.581
astr,hamm,6,6,11,23,6,0.481
astr,manh,6,6,9,19,6,0.767
bfs,DRLU,6,6,224,477,6,6.608
bfs,DRUL,6,6,279,600,6,8.226
bfs,LUDR,6,6,206,447,6,6.266
bfs,LURD,6,6,206,447,6,6.199
bfs,RDLU,6,6,224,477,6,6.659
bfs,RDUL,6,6,279,600,6,8.198
bfs,ULDR,6,6,261,570,6,7.856
bfs,ULRD,6,6,261,570,6,7.785
dfs,DRLU,6,18,318,337,20,4.813
dfs,DRUL,6,18,358415,358430,20,5332.253
dfs,LUDR,6,20,43307,43323,20,601.557
dfs,LURD,6,20,185622,185637,20,2720.373
dfs,RDLU,6,20,357129,357147,20,5275.087
dfs,RDUL,6,18,810,828,20,11.353
dfs,ULDR,6,20,543890,543905,20,8024.182
dfs,ULRD,6,20,325910,325927,20,4819.962
astr,hamm,6,6,7,13,6,0.32
astr,manh,6,6,7,13,6,0.555
bfs,DRLU,6,6,125,262,6,3.801
bfs,DRUL,6,6,125,262,6,3.782
bfs,LUDR,6,6,191,397,6,5.58
bfs,LURD,6,6,256,541,6,7.546
bfs,RDLU,6,6,190,406,6,5.691
bfs,RDUL,6,6,190,406,6,5.689
bfs,ULDR,6,6,191,397,6,5.562
bfs,ULRD,6,6,256,541,6,7.491
dfs,DRLU,6,12,13,24,12,0.394
dfs,DRUL,6,12,78651,78660,20,1160.483
dfs,LUDR,6,20,161,176,20,2.418
dfs,LURD,6,20,357892,357903,20,5271.176
dfs,RDLU,6,16,257486,257501,20,3846.361
dfs,RDUL,6,20,223594,223609,20,3244.97
dfs,ULDR,6,20,161,176,20,2.387
dfs,ULRD,6,20,357892,357903,20,5258.74
astr,hamm,6,6,11,22,6,0.459
astr,manh,6,6,7,13,6,0.559
bfs,DRLU,6,6,127,267,6,3.827
bfs,DRUL,6,6,123,257,6,3.699
bfs,LUDR,6,6,258,546,6,7.559
bfs,LURD,6,6,258,546,6,7.582
bfs,RDLU,6,6,127,267,6,3.861
bfs,RDUL,6,6,123,257,6,3.725
bfs,ULDR,6,6,254,536,6,7.4
bfs,ULRD,6,6,254,536,6,7.41
dfs,DRLU,6,20,2182,2198,20,29.557
dfs,DRUL,6,6,7,13,6,0.248
dfs,LUDR,6,20,762614,762627,20,11495.123
dfs,LURD,6,20,814850,814859,20,12189.451
dfs,RDLU,6,20,23671,23686,20,333.774
dfs,RDUL,6,6,7,13,6,0.243
dfs,ULDR,6,20,720388,720395,20,10624.746
dfs,ULRD,6,20,415328,415338,20,6160.405
astr,hamm,6,6,16,34,6,0.666
astr,manh,6,6,12,24,6,0.937
bfs,DRLU,6,6,154,330,6,4.661
bfs,DRUL,6,6,158,340,6,4.782
bfs,LUDR,6,6,293,636,6,8.794
bfs,LURD,6,6,297,646,6,8.787
bfs,RDLU,6,6,158,340,6,4.846
bfs,RDUL,6,6,154,330,6,4.681
bfs,ULDR,6,6,297,646,6,8.992
bfs,ULRD,6,6,293,636,6,8.713
dfs,DRLU,6,6,7,14,6,0.26
dfs,DRUL,6,20,23671,23687,20,332.805
dfs,LUDR,6,20,325968,325984,20,4805.508
dfs,LURD,6,18,488200,488215,20,7328.983
dfs,RDLU,6,20,23671,23687,20,333.025
dfs,RDUL,6,6,7,14,6,0.26
dfs,ULDR,6,18,488200,488215,20,7309.608
dfs,ULRD,6,20,325968,325984,20,4861.718
astr,hamm,6,6,7,14,6,0.327
astr,manh,6,6,7,14,6,0.585
bfs,DRLU,6,6,182,376,6,5.373
bfs,DRUL,6,6,182,376,6,5.285
bfs,LUDR,6,6,193,398,6,5.591
bfs,LURD,6,6,117,245,6,3.562
bfs,RDLU,6,6,106,223,6,3.285
bfs,RDUL,6,6,106,223,6,3.288
bfs,ULDR,6,6,193,398,6,5.606
bfs,ULRD,6,6,117,245,6,3.575
dfs,DRLU,6,18,670763,670776,20,9919.487
dfs,DRUL,6,18,702045,702055,20,10370.992
dfs,LUDR,6,20,475096,475113,20,7081.892
dfs,LURD,6,20,72046,72058,20,1019.902
dfs,RDLU,6,20,57186,57201,20,814.004
dfs,RDUL,6,20,52202,52219,20,761.909
dfs,ULDR,6,20,598424,598438,20,8886.952
dfs,ULRD,6,16,37470,37479,20,530.044
astr,hamm,6,6,7,16,6,0.362
astr,manh,6,6,7,16,6,0.646
bfs,DRLU,6,6,298,647,6,8.844
bfs,DRUL,6,6,264,576,6,7.961
bfs,LUDR,6,6,211,450,6,6.259
bfs,LURD,6,6,221,471,6,6.522
bfs,RDLU,6,6,308,668,6,9.215
bfs,RDUL,6,6,274,597,6,8.205
bfs,ULDR,6,6,177,379,6,5.32
bfs,ULRD,6,6,187,400,6,5.587
dfs,DRLU,6,20,325981,326002,20,4798.636
dfs,DRUL,6,20,543900,543920,20,8187.419
dfs,LUDR,6,16,1650,1664,20,22.519
dfs,LURD,6,20,187934,187947,20,2750.123
dfs,RDLU,6,20,176461,176477,20,2599.787
dfs,RDUL,6,20,62065,62083,20,886.807
dfs,ULDR,6,20,312138,312149,20,4631.939
dfs,ULRD,6,18,288,302,20,4.374
astr,hamm,6,6,7,14,6,0.325
astr,manh,6,6,7,14,6,0.587
bfs,DRLU,6,6,232,493,6,6.81
bfs,DRUL,6,6,167,349,6,4.919
bfs,LUDR,6,6,209,445,6,6.197
bfs,LURD,6,6,214,454,6,6.342
bfs,RDLU,6,6,237,502,6,6.978
bfs,RDUL,6,6,172,358,6,5.044
bfs,ULDR,6,6,144,301,6,4.322
bfs,ULRD,6,6,149,310,6,4.433
dfs,DRLU,6,20,357854,357870,20,5302.864
dfs,DRUL,6,20,123,143,20,2.031
dfs,LUDR,6,20,107369,107383,20,1549.692
dfs,LURD,6,20,115025,115040,20,1657.656
dfs,RDLU,6,20,357863,357877,20,5310.03
dfs,RDUL,6,20,132,150,20,2.072
dfs,ULDR,6,20,78871,78885,20,1170.71
dfs,ULRD,6,20,76,90,20,1.264
astr,hamm,6,6,7,15,6,0.345
astr,manh,6,6,7,15,6,0.619
bfs,DRLU,6,6,163,336,6,4.768
bfs,DRUL,6,6,163,336,6,4.772
bfs,LUDR,6,6,176,366,6,5.161
bfs,LURD,6,6,136,285,6,4.412
bfs,RDLU,6,6,123,255,6,3.707
bfs,RDUL,6,6,123,255,6,3.699
bfs,ULDR,6,6,176,366,6,5.184
bfs,ULRD,6,6,136,285,6,4.078
dfs,DRLU,6,18,670597,670611,20,9995.675
dfs,DRUL,6,18,701879,701890,20,10345.404
dfs,LUDR,6,20,475066,475083,20,7187.594
dfs,LURD,6,20,139381,139391,20,2063.449
dfs,RDLU,6,20,189607,189623,20,2777.58
dfs,RDUL,6,20,191034,191050,20,2765.343
dfs,ULDR,6,20,598394,598408,20,8918.899
dfs,ULRD,6,20,36964,36977,20,519.048
astr,hamm,6,6,7,16,6,0.368
astr,manh,6,6,7,16,6,0.643
bfs,DRLU,6,6,228,480,6,6.652
bfs,DRUL,6,6,228,480,6,6.685
bfs,LUDR,6,6,161,339,6,4.778
bfs,LURD,6,6,153,323,6,4.627
bfs,RDLU,6,6,220,464,6,6.492
bfs,RDUL,6,6,220,464,6,6.449
bfs,ULDR,6,6,161,339,6,4.889
bfs,ULRD,6,6,153,323,6,4.588
dfs,DRLU,6,18,101995,102011,20,1489.143
dfs,DRUL,6,14,49030,49043,20,709.835
dfs,LUDR,6,20,305192,305205,20,4535.396
dfs,LURD,6,16,763,775,20,10.955
dfs,RDLU,6,20,260032,260048,20,3877.836
dfs,RDUL,6,20,237488,237506,20,3455.972
dfs,ULDR,6,20,312108,312118,20,4686.532
dfs,ULRD,6,16,763,775,20,10.63
astr,hamm,6,6,7,15,6,0.343
astr,manh,6,6,7,15,6,0.615
bfs,DRLU,6,6,131,271,6,3.897
bfs,DRUL,6,6,131,271,6,3.883
bfs,LUDR,6,6,144,301,6,4.301
bfs,LURD,6,6,168,350,6,5.192
bfs,RDLU,6,6,155,320,6,4.979
bfs,RDUL,6,6,155,320,6,4.559
bfs,ULDR,6,6,144,301,6,4.299
bfs,ULRD,6,6,168,350,6,4.925
dfs,DRLU,6,20,161567,161584,20,2363.658
dfs,DRUL,6,20,167434,167449,20,2448.064
dfs,LUDR,6,20,36979,36993,20,531.02
dfs,LURD,6,20,598379,598392,20,8974.836
dfs,RDLU,6,20,567647,567662,20,8397.848
dfs,RDUL,6,20,500375,500391,20,7406.748
dfs,ULDR,6,20,139396,139407,20,2053.437
dfs,ULRD,6,20,475051,475067,20,7148.266
astr,hamm,6,6,7,16,6,0.358
astr,manh,6,6,7,16,6,0.642
bfs,DRLU,6,6,228,480,6,6.667
bfs,DRUL,6,6,228,480,6,6.639
bfs,LUDR,6,6,161,339,6,4.795
bfs,LURD,6,6,153,323,6,4.666
bfs,RDLU,6,6,220,464,6,6.519
bfs,RDUL,6,6,220,464,6,6.443
bfs,ULDR,6,6,161,339,6,4.811
bfs,ULRD,6,6,153,323,6,4.59
dfs,DRLU,6,18,733016,733032,20,10819.603
dfs,DRUL,6,18,759583,759597,20,11426.04
dfs,LUDR,6,16,1062,1075,20,15.19
dfs,LURD,6,20,293460,293473,20,4301.063
dfs,RDLU,6,18,80727,80745,20,1187.108
dfs,RDUL,6,18,5358,5376,20,74.248
dfs,ULDR,6,16,1062,1075,20,14.513
dfs,ULRD,6,20,293142,293155,20,4329.545
astr,hamm,6,6,7,17,6,0.379
astr,manh,6,6,7,17,6,0.677
bfs,DRLU,6,6,190,400,6,5.614
bfs,DRUL,6,6,190,400,6,5.614
bfs,LUDR,6,6,213,448,6,6.279
bfs,LURD,6,6,191,403,6,5.744
bfs,RDLU,6,6,168,355,6,5.02
bfs,RDUL,6,6,168,355,6,5.17
bfs,ULDR,6,6,213,448,6,6.304
bfs,ULRD,6,6,191,403,6,5.649
dfs,DRLU,6,18,732684,732701,20,10721.699
dfs,DRUL,6,18,759251,759266,20,11445.317
dfs,LUDR,6,20,206,223,20,3.421
dfs,LURD,6,20,357772,357785,20,5265.835
dfs,RDLU,6,20,78958,78976,20,1164.059
dfs,RDUL,6,20,222,243,20,3.682
dfs,ULDR,6,20,206,223,20,3.311
dfs,ULRD,6,20,357772,357785,20,5295.289
astr,hamm,6,6,10,24,6,0.492
astr,manh,6,6,9,21,6,0.82
bfs,DRLU,6,6,252,540,6,7.479
bfs,DRUL,6,6,292,629,6,8.648
bfs,LUDR,6,6,188,409,6,5.728
bfs,LURD,6,6,193,418,6,5.84
bfs,RDLU,6,6,257,549,6,7.652
bfs,RDUL,6,6,297,638,6,9.353
bfs,ULDR,6,6,228,498,6,6.93
bfs,ULRD,6,6,233,507,6,6.98
dfs,DRLU,6,18,561,581,20,8.278
dfs,DRUL,6,20,131964,131983,20,1932.727
dfs,LUDR,6,20,238436,238455,20,3454.11
dfs,LURD,6,20,257319,257337,20,3805.555
dfs,RDLU,6,18,358205,358220,20,5300.382
dfs,RDUL,6,18,960,978,20,13.77
dfs,ULDR,6,20,543504,543520,20,8029.297
dfs,ULRD,6,20,325860,325878,20,4823.253
astr,hamm,6,6,7,17,6,0.376
astr,manh,6,6,7,17,6,0.669
bfs,DRLU,6,6,234,492,6,6.773
bfs,DRUL,6,6,192,404,6,5.688
bfs,LUDR,6,6,184,390,6,5.504
bfs,LURD,6,6,189,399,6,5.674
bfs,RDLU,6,6,239,501,6,6.996
bfs,RDUL,6,6,197,413,6,6.017
bfs,ULDR,6,6,142,302,6,4.318
bfs,ULRD,6,6,147,311,6,4.468
dfs,DRLU,6,20,247,267,20,4.008
dfs,DRUL,6,20,357777,357796,20,5292.155
dfs,LUDR,6,20,528965,528979,20,7798.83
dfs,LURD,6,20,324111,324122,20,4787.745
dfs,RDLU,6,20,256,274,20,3.973
dfs,RDUL,6,20,357786,357803,20,5237.548
dfs,ULDR,6,18,79055,79069,20,1167.255
dfs,ULRD,6,18,177,193,20,2.621
astr,hamm,6,6,7,14,6,0.328
astr,manh,6,6,7,14,6,0.586
bfs,DRLU,6,6,198,423,6,5.898
bfs,DRUL,6,6,198,423,6,5.972
bfs,LUDR,6,6,246,521,6,7.204
bfs,LURD,6,6,183,380,6,5.392
bfs,RDLU,6,6,135,282,6,4.053
bfs,RDUL,6,6,135,282,6,4.07
bfs,ULDR,6,6,246,521,6,7.202
bfs,ULRD,6,6,183,380,6,5.355
dfs,DRLU,6,18,58190,58207,20,837.125
dfs,DRUL,6,18,110038,110054,20,1588.594
dfs,LUDR,6,20,357876,357888,20,5243.861
dfs,LURD,6,20,148,163,20,2.252
dfs,RDLU,6,20,78858,78874,20,1149.821
dfs,RDUL,6,20,54,72,20,1.021
dfs,ULDR,6,20,357876,357888,20,5262.592
dfs,ULRD,6,20,148,163,20,2.245
astr,hamm,6,6,13,29,6,0.575
astr,manh,6,6,9,19,6,0.755
bfs,DRLU,6,6,200,428,6,5.954
bfs,DRUL,6,6,205,440,6,6.115
bfs,LUDR,6,6,312,675,6,9.235
bfs,LURD,6,6,280,607,6,8.323
bfs,RDLU,6,6,168,360,6,5.083
bfs,RDUL,6,6,173,372,6,5.259
bfs,ULDR,6,6,317,687,6,9.407
bfs,ULRD,6,6,285,619,6,8.48
dfs,DRLU,6,16,1280,1297,20,17.552
dfs,DRUL,6,20,187909,187927,20,2779.139
dfs,LUDR,6,20,326003,326020,20,4890.052
dfs,LURD,6,20,543925,543940,20,8134.782
dfs,RDLU,6,18,357738,357754,20,5305.774
dfs,RDUL,6,18,181,199,20,2.973
dfs,ULDR,6,20,176474,176488,20,2591.192
dfs,ULRD,6,20,62087,62101,20,885.905
astr,hamm,6,6,8,16,6,0.366
astr,manh,6,6,7,14,6,0.584
bfs,DRLU,6,6,182,376,6,5.277
bfs,DRUL,6,6,101,214,6,3.162
bfs,LUDR,6,6,196,404,6,5.659
bfs,LURD,6,6,198,407,6,5.745
bfs,RDLU,6,6,184,379,6,5.395
bfs,RDUL,6,6,103,217,6,3.236
bfs,ULDR,6,6,115,242,6,3.531
bfs,ULRD,6,6,117,245,6,3.605
dfs,DRLU,6,20,5908,5924,20,79.296
dfs,DRUL,6,18,5593,5608,20,74.855
dfs,LUDR,6,20,310854,310862,20,4629.895
dfs,LURD,6,20,408607,408613,20,6134.919
dfs,RDLU,6,20,103661,103675,20,1531.024
dfs,RDUL,6,16,37100,37112,20,519.496
dfs,ULDR,6,20,237883,237898,20,3511.197
dfs,ULRD,6,20,225741,225755,20,3318.777
astr,hamm,6,6,7,15,6,0.351
astr,manh,6,6,7,15,6,0.624
bfs,DRLU,6,6,153,317,6,4.494
bfs,DRUL,6,6,153,317,6,4.51
bfs,LUDR,6,6,166,347,6,4.974
bfs,LURD,6,6,146,304,6,4.352
bfs,RDLU,6,6,133,274,6,3.984
bfs,RDUL,6,6,133,274,6,3.957
bfs,ULDR,6,6,166,347,6,4.898
bfs,ULRD,6,6,146,304,6,4.364
dfs,DRLU,6,20,482351,482368,20,7200.777
dfs,DRUL,6,20,531412,531426,20,7824.047
dfs,LUDR,6,20,475048,475065,20,7090.756
dfs,LURD,6,20,139399,139409,20,2046.432
dfs,RDLU,6,20,189625,189641,20,2773.954
dfs,RDUL,6,20,191052,191068,20,2755.475
dfs,ULDR,6,20,598376,598390,20,8896.708
dfs,ULRD,6,20,36982,36995,20,523.544
astr,hamm,6,6,7,16,6,0.363
astr,manh,6,6,7,16,6,0.643
bfs,DRLU,6,6,218,461,6,6.389
bfs,DRUL,6,6,218,461,6,6.373
bfs,LUDR,6,6,151,320,6,4.556
bfs,LURD,6,6,163,342,6,4.863
bfs,RDLU,6,6,230,483,6,6.772
bfs,RDUL,6,6,230,483,6,6.835
bfs,ULDR,6,6,151,320,6,4.551
bfs,ULRD,6,6,163,342,6,4.832
dfs,DRLU,6,20,102070,102087,20,1479.394
dfs,DRUL,6,20,49262,49280,20,720.435
dfs,LUDR,6,18,293143,293155,20,4282.035
dfs,LURD,6,16,1123,1135,20,15.404
dfs,RDLU,6,18,860406,860421,20,12811.189
dfs,RDUL,6,18,866845,866860,20,12824.174
dfs,ULDR,6,18,293461,293473,20,4303.75
dfs,ULRD,6,16,1123,1135,20,15.404
astr,hamm,6,6,7,15,6,0.347
astr,manh,6,6,7,15,6,0.599
bfs,DRLU,6,6,121,252,6,3.641
bfs,DRUL,6,6,121,252,6,3.65
bfs,LUDR,6,6,134,282,6,4.047
bfs,LURD,6,6,178,369,6,5.195
bfs,RDLU,6,6,165,339,6,4.819
bfs,RDUL,6,6,165,339,6,4.822
bfs,ULDR,6,6,134,282,6,4.058
bfs,ULRD,6,6,178,369,6,5.175
dfs,DRLU,6,20,161549,161566,20,2423.62
dfs,DRUL,6,20,167416,167431,20,2450.971
dfs,LUDR,6,20,36961,36975,20,522.313
dfs,LURD,6,20,598397,598410,20,8906.655
dfs,RDLU,6,18,802702,802714,20,12065.806
dfs,RDUL,6,18,804426,804439,20,11914.981
dfs,ULDR,6,20,139378,139389,20,2058.472
dfs,ULRD,6,20,475069,475085,20,7080.951
astr,hamm,6,6,7,16,6,0.367
astr,manh,6,6,7,16,6,0.637
bfs,DRLU,6,6,218,461,6,6.376
bfs,DRUL,6,6,218,461,6,6.458
bfs,LUDR,6,6,151,320,6,4.557
bfs,LURD,6,6,163,342,6,4.874
bfs,RDLU,6,6,230,483,6,6.797
bfs,RDUL,6,6,230,483,6,6.689
bfs,ULDR,6,6,151,320,6,4.567
bfs,ULRD,6,6,163,342,6,4.847
dfs,DRLU,6,18,732939,732955,20,10806.043
dfs,DRUL,6,18,759506,759520,20,11297.396
dfs,LUDR,6,16,702,715,20,10.191
dfs,LURD,6,20,334299,334310,20,4973.435
dfs,RDLU,6,18,49034,49051,20,708.646
dfs,RDUL,6,18,5435,5453,20,75.499
dfs,ULDR,6,16,702,715,20,9.827
dfs,ULRD,6,20,334677,334689,20,4987.313
astr,hamm,6,6,7,17,6,0.375
astr,manh,6,6,7,17,6,0.667
bfs,DRLU,6,6,166,352,6,4.941
bfs,DRUL,6,6,166,352,6,4.946
bfs,LUDR,6,6,189,400,6,5.625
bfs,LURD,6,6,215,451,6,6.35
bfs,RDLU,6,6,192,403,6,5.692
bfs,RDUL,6,6,192,403,6,5.647
bfs,ULDR,6,6,189,400,6,5.64
bfs,ULRD,6,6,215,451,6,6.265
dfs,DRLU,6,20,219,241,20,3.637
dfs,DRUL,6,20,29132,29150,20,413.477
dfs,LUDR,6,20,293339,293352,20,4290.376
dfs,LURD,6,20,209,225,20,3.436
dfs,RDLU,6,18,860074,860090,20,12768.91
dfs,RDUL,6,18,866513,866529,20,12748.597
dfs,ULDR,6,20,293657,293670,20,4298.752
dfs,ULRD,6,20,209,225,20,3.324
astr,hamm,6,6,7,17,6,0.376
astr,manh,6,6,7,17,6,0.664
bfs,DRLU,6,6,195,410,6,5.718
bfs,DRUL,6,6,237,498,6,6.869
bfs,LUDR,6,6,145,308,6,4.411
bfs,LURD,6,6,144,305,6,4.44
bfs,RDLU,6,6,194,407,6,5.707
bfs,RDUL,6,6,236,495,6,6.851
bfs,ULDR,6,6,187,396,6,5.557
bfs,ULRD,6,6,186,393,6,5.527
dfs,DRLU,6,20,357783,357801,20,5242.68
dfs,DRUL,6,20,253,272,20,3.955
dfs,LUDR,6,18,165,182,20,2.476
dfs,LURD,6,18,79067,79080,20,1171.201
dfs,RDLU,6,20,357780,357798,20,5324.626
dfs,RDUL,6,20,250,269,20,4.063
dfs,ULDR,6,20,324108,324120,20,4782.324
