Method,Order,Puzzle_length,Solution_length,Visited_states,Calculated_states,Max_deep,Calculating_time 
bfs,LUDR,7,7,700,1497,7,20.202
bfs,LURD,7,7,597,1283,7,17.292
bfs,RDLU,7,7,346,748,7,10.552
bfs,RDUL,7,7,351,760,7,10.391
bfs,ULDR,7,7,705,1509,7,21.079
bfs,ULRD,7,7,602,1295,7,17.495
dfs,DRLU,7,13,506552,506567,20,7617.545
dfs,DRUL,7,13,546834,546849,20,8057.105
dfs,LUDR,7,19,694394,694409,20,10152.826
dfs,LURD,7,19,1158761,1158774,20,16929.022
dfs,RDLU,7,19,167973,167991,20,2490.498
dfs,RDUL,7,19,95,115,20,1.595
dfs,ULDR,7,19,304153,304166,20,4525.961
dfs,ULRD,7,19,203915,203928,20,2988.217
astr,hamm,7,7,19,43,7,0.775
astr,manh,7,7,13,28,7,1.048
bfs,DRLU,7,7,417,881,7,11.866
bfs,DRUL,7,7,330,695,7,9.427
bfs,LUDR,7,7,475,1019,7,13.771
bfs,LURD,7,7,477,1022,7,13.906
bfs,RDLU,7,7,419,884,7,12.384
bfs,RDUL,7,7,332,698,7,9.567
bfs,ULDR,7,7,388,833,7,11.677
bfs,ULRD,7,7,390,836,7,11.361
dfs,DRLU,7,15,2700,2715,20,36.558
dfs,DRUL,7,19,400206,400222,20,6029.794
dfs,LUDR,7,19,234502,234514,20,3488.255
dfs,LURD,7,19,294046,294058,20,4310.383
dfs,RDLU,7,15,2832,2846,20,39.625
dfs,RDUL,7,19,400224,400238,20,6037.948
dfs,ULDR,7,17,306017,306031,20,4569.384
dfs,ULRD,7,19,182259,182275,20,2668.433
astr,hamm,7,7,14,31,7,0.598
astr,manh,7,7,8,16,7,0.637
bfs,DRLU,7,7,291,612,7,8.357
bfs,DRUL,7,7,264,559,7,7.665
bfs,LUDR,7,7,541,1155,7,15.519
bfs,LURD,7,7,543,1158,7,15.602
bfs,RDLU,7,7,293,615,7,8.778
bfs,RDUL,7,7,266,562,7,7.756
bfs,ULDR,7,7,514,1102,7,15.395
bfs,ULRD,7,7,516,1105,7,14.941
dfs,DRLU,7,19,146,165,20,2.294
dfs,DRUL,7,19,2639,2655,20,36.954
dfs,LUDR,7,19,662133,662141,20,9771.274
dfs,LURD,7,19,870274,870280,20,12861.839
dfs,RDLU,7,19,152,170,20,2.413
dfs,RDUL,7,17,17408,17421,20,241.114
dfs,ULDR,7,19,298740,298755,20,4354.047
dfs,ULRD,7,19,239296,239307,20,3510.874
astr,hamm,7,7,8,17,7,0.362
astr,manh,7,7,8,17,7,0.662
bfs,DRLU,7,7,498,1068,7,14.531
bfs,DRUL,7,7,498,1068,7,14.322
bfs,LUDR,7,7,275,583,7,8.034
bfs,LURD,7,7,309,649,7,8.959
bfs,RDLU,7,7,532,1134,7,15.85
bfs,RDUL,7,7,532,1134,7,15.264
bfs,ULDR,7,7,275,583,7,8.443
bfs,ULRD,7,7,309,649,7,9.404
dfs,DRLU,7,19,1027479,1027496,20,15221.828
dfs,DRUL,7,19,1131889,1131903,20,16911.389
dfs,LUDR,7,19,85,101,20,1.444
dfs,LURD,7,17,281175,281186,20,4184.841
dfs,RDLU,7,17,829204,829219,20,12406.246
dfs,RDUL,7,17,851280,851293,20,12713.989
dfs,ULDR,7,19,85,101,20,1.439
dfs,ULRD,7,17,223461,223474,20,3263.157
astr,hamm,7,7,8,17,7,0.362
astr,manh,7,7,8,17,7,0.665
bfs,DRLU,7,7,381,806,7,10.939
bfs,DRUL,7,7,381,806,7,10.935
bfs,LUDR,7,7,232,483,7,6.756
bfs,LURD,7,7,244,505,7,7.04
bfs,RDLU,7,7,393,828,7,11.279
bfs,RDUL,7,7,393,828,7,11.31
bfs,ULDR,7,7,232,483,7,6.712
bfs,ULRD,7,7,244,505,7,7.006
dfs,DRLU,7,-1,1343242,1343255,20,20000.015
dfs,DRUL,7,-1,1360394,1360406,20,20000.005
dfs,LUDR,7,19,137599,137611,20,2015.21
dfs,LURD,7,17,531,543,20,7.53
dfs,RDLU,7,-1,1354968,1354981,20,20000.02
dfs,RDUL,7,-1,1333915,1333928,20,20000.024
dfs,ULDR,7,19,137755,137767,20,2027.183
dfs,ULRD,7,17,531,543,20,7.831
astr,hamm,7,7,8,19,7,0.396
astr,manh,7,7,8,19,7,0.718
bfs,DRLU,7,7,679,1454,7,19.651
bfs,DRUL,7,7,556,1189,7,15.955
bfs,LUDR,7,7,483,1046,7,14.076
bfs,LURD,7,7,495,1068,7,14.698
bfs,RDLU,7,7,691,1476,7,19.921
bfs,RDUL,7,7,568,1211,7,16.264
bfs,ULDR,7,7,360,781,7,10.622
bfs,ULRD,7,7,372,803,7,10.901
dfs,DRLU,7,19,217300,217316,20,3185.941
dfs,DRUL,7,19,104913,104930,20,1540.599
dfs,LUDR,7,19,637080,637096,20,9381.319
dfs,LURD,7,19,435297,435316,20,6438.889
dfs,RDLU,7,19,1159127,1159142,20,17050.378
dfs,RDUL,7,19,693864,693883,20,10319.504
dfs,ULDR,7,19,137755,137769,20,1994.878
dfs,ULRD,7,17,531,545,20,7.789
astr,hamm,7,7,8,17,7,0.374
astr,manh,7,7,8,17,7,0.663
bfs,DRLU,7,7,520,1112,7,14.925
bfs,DRUL,7,7,520,1112,7,14.924
bfs,LUDR,7,7,297,627,7,8.627
bfs,LURD,7,7,287,605,7,8.375
bfs,RDLU,7,7,510,1090,7,14.652
bfs,RDUL,7,7,510,1090,7,14.756
bfs,ULDR,7,7,297,627,7,8.608
bfs,ULRD,7,7,287,605,7,8.289
dfs,DRLU,7,19,157026,157043,20,2326.696
dfs,DRUL,7,19,229103,229122,20,3336.421
dfs,LUDR,7,15,224121,224132,20,3326.226
dfs,LURD,7,19,128,143,20,1.972
dfs,RDLU,7,-1,1355980,1355992,20,20000.006
dfs,RDUL,7,-1,1333174,1333189,20,20000.029
dfs,ULDR,7,15,281835,281844,20,4138.291
dfs,ULRD,7,19,128,143,20,2.025
astr,hamm,7,7,12,28,7,0.548
astr,manh,7,7,11,25,7,0.925
bfs,DRLU,7,7,556,1189,7,15.927
bfs,DRUL,7,7,679,1454,7,19.652
bfs,LUDR,7,7,360,781,7,10.679
bfs,LURD,7,7,372,803,7,10.975
bfs,RDLU,7,7,568,1211,7,16.197
bfs,RDUL,7,7,691,1476,7,19.965
bfs,ULDR,7,7,483,1046,7,14.101
bfs,ULRD,7,7,495,1068,7,14.446
dfs,DRLU,7,19,92091,92110,20,1310.85
dfs,DRUL,7,19,395236,395252,20,5861.034
dfs,LUDR,7,17,338,353,20,5.043
dfs,LURD,7,17,168430,168441,20,2455.941
dfs,RDLU,7,17,104428,104444,20,1511.377
dfs,RDUL,7,17,11548,11565,20,160.639
dfs,ULDR,7,19,499701,499717,20,7534.054
dfs,ULRD,7,19,682756,682773,20,10115.266
astr,hamm,7,7,8,17,7,0.363
astr,manh,7,7,8,17,7,0.663
bfs,DRLU,7,7,381,806,7,10.936
bfs,DRUL,7,7,381,806,7,10.922
bfs,LUDR,7,7,232,483,7,6.735
bfs,LURD,7,7,244,505,7,7.061
bfs,RDLU,7,7,393,828,7,11.222
bfs,RDUL,7,7,393,828,7,11.206
bfs,ULDR,7,7,232,483,7,6.703
bfs,ULRD,7,7,244,505,7,7.021
dfs,DRLU,7,-1,1362673,1362682,20,20000.025
dfs,DRUL,7,-1,1358157,1358168,20,20000.002
dfs,LUDR,7,17,338,351,20,4.973
dfs,LURD,7,17,168430,168439,20,2498.577
dfs,RDLU,7,-1,1352501,1352512,20,20000.007
dfs,RDUL,7,-1,1341126,1341135,20,20000.011
dfs,ULDR,7,17,338,351,20,5.172
dfs,ULRD,7,17,168430,168439,20,2481.428
astr,hamm,7,7,8,19,7,0.404
astr,manh,7,7,8,19,7,0.718
bfs,DRLU,7,7,446,959,7,13.223
bfs,DRUL,7,7,446,959,7,12.906
bfs,LUDR,7,7,479,1024,7,13.81
bfs,LURD,7,7,361,758,7,10.284
bfs,RDLU,7,7,328,693,7,9.499
bfs,RDUL,7,7,328,693,7,9.443
bfs,ULDR,7,7,479,1024,7,13.843
bfs,ULRD,7,7,361,758,7,10.329
dfs,DRLU,7,19,156735,156754,20,2304.514
dfs,DRUL,7,19,257093,257112,20,3814.843
dfs,LUDR,7,19,624806,624818,20,9296.281
dfs,LURD,7,19,419,434,20,6.094
dfs,RDLU,7,19,403716,403733,20,5988.853
dfs,RDUL,7,19,406754,406771,20,6096.616
dfs,ULDR,7,19,625533,625545,20,9340.819
dfs,ULRD,7,19,419,434,20,6.088
astr,hamm,7,7,8,18,7,0.382
astr,manh,7,7,8,18,7,0.697
bfs,DRLU,7,7,356,751,7,10.245
bfs,DRUL,7,7,356,751,7,10.198
bfs,LUDR,7,7,270,563,7,7.804
bfs,LURD,7,7,269,560,7,7.843
bfs,RDLU,7,7,355,748,7,10.169
bfs,RDUL,7,7,355,748,7,10.173
bfs,ULDR,7,7,270,563,7,7.76
bfs,ULRD,7,7,269,560,7,7.683
dfs,DRLU,7,-1,1365162,1365175,20,20000.014
dfs,DRUL,7,-1,1365503,1365517,20,20000.038
dfs,LUDR,7,19,560274,560288,20,8365.347
dfs,LURD,7,19,520035,520048,20,7737.863
dfs,RDLU,7,-1,1353567,1353578,20,20000.004
dfs,RDUL,7,-1,1337273,1337282,20,20000.036
dfs,ULDR,7,19,548123,548138,20,8254.384
dfs,ULRD,7,19,507884,507898,20,7547.471
astr,hamm,7,7,8,18,7,0.38
astr,manh,7,7,8,18,7,0.687
bfs,DRLU,7,7,276,573,7,7.854
bfs,DRUL,7,7,291,607,7,8.297
bfs,LUDR,7,7,335,707,7,9.719
bfs,LURD,7,7,334,704,7,10.193
bfs,RDLU,7,7,275,570,7,7.869
bfs,RDUL,7,7,290,604,7,8.294
bfs,ULDR,7,7,350,741,7,10.13
bfs,ULRD,7,7,349,738,7,10.044
dfs,DRLU,7,17,1158537,1158551,20,16987.968
dfs,DRUL,7,17,694044,694060,20,10204.613
dfs,LUDR,7,19,689935,689948,20,10119.603
dfs,LURD,7,19,1126453,1126467,20,16503.448
dfs,RDLU,7,17,1158503,1158517,20,17195.847
dfs,RDUL,7,17,694010,694026,20,10362.086
dfs,ULDR,7,19,690345,690356,20,10239.746
dfs,ULRD,7,19,1126863,1126875,20,16631.722
astr,hamm,7,7,8,19,7,0.397
astr,manh,7,7,8,19,7,0.722
bfs,DRLU,7,7,485,1034,7,13.894
bfs,DRUL,7,7,383,805,7,10.889
bfs,LUDR,7,7,425,915,7,12.335
bfs,LURD,7,7,424,912,7,12.943
bfs,RDLU,7,7,484,1031,7,13.872
bfs,RDUL,7,7,382,802,7,10.872
bfs,ULDR,7,7,323,686,7,9.358
bfs,ULRD,7,7,322,683,7,9.331
dfs,DRLU,7,19,762108,762125,20,11583.167
dfs,DRUL,7,19,510,528,20,7.603
dfs,LUDR,7,19,447133,447146,20,6555.529
dfs,LURD,7,19,435468,435481,20,6457.852
dfs,RDLU,7,19,762102,762119,20,11373.852
dfs,RDUL,7,19,504,522,20,7.49
dfs,ULDR,7,15,506808,506818,20,7510.846
dfs,ULRD,7,15,481099,481109,20,7265.628
astr,hamm,7,7,14,34,7,0.64
astr,manh,7,7,10,24,7,0.879
bfs,DRLU,7,7,489,1046,7,14.304
bfs,DRUL,7,7,504,1080,7,14.539
bfs,LUDR,7,7,619,1326,7,17.988
bfs,LURD,7,7,547,1177,7,16.567
bfs,RDLU,7,7,417,897,7,12.114
bfs,RDUL,7,7,432,931,7,12.591
bfs,ULDR,7,7,634,1360,7,18.37
bfs,ULRD,7,7,562,1211,7,16.274
dfs,DRLU,7,19,692320,692339,20,10168.049
dfs,DRUL,7,19,685203,685222,20,10180.769
dfs,LUDR,7,19,694077,694094,20,10279.326
dfs,LURD,7,19,1157866,1157879,20,16942.413
dfs,RDLU,7,19,168345,168363,20,2483.412
dfs,RDUL,7,19,280,301,20,4.488
dfs,ULDR,7,17,275219,275233,20,4043.354
dfs,ULRD,7,17,110134,110148,20,1617.743
astr,hamm,7,7,12,27,7,0.528
astr,manh,7,7,10,23,7,0.866
bfs,DRLU,7,7,420,890,7,12.021
bfs,DRUL,7,7,472,999,7,13.456
bfs,LUDR,7,7,336,721,7,9.82
bfs,LURD,7,7,335,718,7,10.196
bfs,RDLU,7,7,419,887,7,12.075
bfs,RDUL,7,7,471,996,7,13.442
bfs,ULDR,7,7,388,830,7,11.225
bfs,ULRD,7,7,387,827,7,11.212
dfs,DRLU,7,17,763752,763766,20,11335.8
dfs,DRUL,7,17,1220,1237,20,17.238
dfs,LUDR,7,19,399900,399915,20,5939.432
dfs,LURD,7,19,405630,405642,20,6012.786
dfs,RDLU,7,17,763718,763732,20,11360.648
dfs,RDUL,7,17,1186,1203,20,16.797
dfs,ULDR,7,19,1198122,1198136,20,17864.593
dfs,ULRD,7,19,1054951,1054966,20,15631.255
astr,hamm,7,7,13,31,7,0.59
astr,manh,7,7,11,25,7,0.923
bfs,DRLU,7,7,512,1088,7,14.581
bfs,DRUL,7,7,380,801,7,10.836
bfs,LUDR,7,7,428,919,7,12.417
bfs,LURD,7,7,427,916,7,12.917
bfs,RDLU,7,7,511,1085,7,14.643
bfs,RDUL,7,7,379,798,7,10.851
bfs,ULDR,7,7,296,632,7,8.639
bfs,ULRD,7,7,295,629,7,8.666
dfs,DRLU,7,17,1991,2008,20,27.91
dfs,DRUL,7,17,281615,281628,20,4121.257
dfs,LUDR,7,-1,1338698,1338711,20,20000.021
dfs,LURD,7,-1,1357388,1357403,20,20000.013
dfs,RDLU,7,17,1957,1974,20,27.364
dfs,RDUL,7,17,223813,223830,20,3308.242
dfs,ULDR,7,19,150981,150998,20,2206.14
dfs,ULRD,7,17,153164,153179,20,2270.728
astr,hamm,7,7,8,16,7,0.351
astr,manh,7,7,8,16,7,0.632
bfs,DRLU,7,7,503,1080,7,14.646
bfs,DRUL,7,7,503,1080,7,14.577
bfs,LUDR,7,7,278,587,7,8.067
bfs,LURD,7,7,304,637,7,9.098
bfs,RDLU,7,7,529,1130,7,15.249
bfs,RDUL,7,7,529,1130,7,15.116
bfs,ULDR,7,7,278,587,7,8.051
bfs,ULRD,7,7,304,637,7,8.757
dfs,DRLU,7,19,156964,156980,20,2358.038
dfs,DRUL,7,19,257322,257338,20,3801.918
dfs,LUDR,7,17,17551,17562,20,248.067
dfs,LURD,7,19,190,205,20,3.187
dfs,RDLU,7,-1,1348622,1348637,20,20000.015
dfs,RDUL,7,-1,1340561,1340576,20,20000.032
dfs,ULDR,7,17,65563,65572,20,934.678
dfs,ULRD,7,19,190,205,20,3.07
astr,hamm,7,7,8,18,7,0.376
astr,manh,7,7,8,18,7,0.692
bfs,DRLU,7,7,377,811,7,10.979
bfs,DRUL,7,7,377,811,7,11.062
bfs,LUDR,7,7,344,723,7,9.847
bfs,LURD,7,7,430,906,7,12.726
bfs,RDLU,7,7,463,994,7,13.356
bfs,RDUL,7,7,463,994,7,13.399
bfs,ULDR,7,7,344,723,7,9.846
bfs,ULRD,7,7,430,906,7,12.254
dfs,DRLU,7,17,156085,156102,20,2339.766
dfs,DRUL,7,17,257613,257628,20,3809.263
dfs,LUDR,7,19,400256,400268,20,5950.169
dfs,LURD,7,15,3634,3645,20,50.536
dfs,RDLU,7,19,662254,662270,20,9809.143
dfs,RDUL,7,19,834632,834646,20,12557.715
dfs,ULDR,7,19,400256,400268,20,5920.659
dfs,ULRD,7,15,3634,3645,20,49.119
astr,hamm,7,7,8,19,7,0.407
astr,manh,7,7,8,19,7,0.721
bfs,DRLU,7,7,589,1270,7,17.072
bfs,DRUL,7,7,694,1487,7,20.133
bfs,LUDR,7,7,363,785,7,10.709
bfs,LURD,7,7,357,770,7,10.907
bfs,RDLU,7,7,583,1255,7,16.846
bfs,RDUL,7,7,688,1472,7,19.941
bfs,ULDR,7,7,468,1002,7,13.641
bfs,ULRD,7,7,462,987,7,13.407
dfs,DRLU,7,19,197106,197124,20,2907.788
dfs,DRUL,7,19,285245,285262,20,4174.716
dfs,LUDR,7,19,139,156,20,2.174
dfs,LURD,7,19,168011,168026,20,2471.221
dfs,RDLU,7,19,1158711,1158728,20,17286.088
dfs,RDUL,7,19,694350,694368,20,10318.218
dfs,ULDR,7,15,548872,548885,20,8182.471
dfs,ULRD,7,15,508444,508457,20,7613.456
astr,hamm,7,7,12,27,7,0.529
astr,manh,7,7,11,25,7,0.922
bfs,DRLU,7,7,660,1416,7,19.733
bfs,DRUL,7,7,623,1341,7,18.086
bfs,LUDR,7,7,434,931,7,12.663
bfs,LURD,7,7,428,916,7,12.875
bfs,RDLU,7,7,654,1401,7,18.86
bfs,RDUL,7,7,617,1326,7,17.976
bfs,ULDR,7,7,397,856,7,11.636
bfs,ULRD,7,7,391,841,7,11.428
dfs,DRLU,7,19,132148,132165,20,1923.787
dfs,DRUL,7,19,375811,375826,20,5507.555
dfs,LUDR,7,19,527108,527124,20,7749.692
dfs,LURD,7,19,568448,568463,20,8331.098
dfs,RDLU,7,17,137706,137722,20,2010.923
dfs,RDUL,7,17,10288,10306,20,142.527
dfs,ULDR,7,17,167877,167890,20,2508.341
dfs,ULRD,7,17,802,817,20,11.536
astr,hamm,7,7,15,30,7,0.586
astr,manh,7,7,11,23,7,0.873
bfs,DRLU,7,7,379,816,7,11.477
bfs,DRUL,7,7,379,816,7,11.062
bfs,LUDR,7,7,550,1179,7,15.831
bfs,LURD,7,7,672,1441,7,20.278
bfs,RDLU,7,7,501,1078,7,14.514
bfs,RDUL,7,7,501,1078,7,14.572
bfs,ULDR,7,7,550,1179,7,15.819
bfs,ULRD,7,7,672,1441,7,19.49
dfs,DRLU,7,19,505045,505064,20,7483.802
dfs,DRUL,7,19,553079,553096,20,8118.291
dfs,LUDR,7,19,693796,693811,20,10319.631
dfs,LURD,7,19,1159053,1159064,20,17141.898
dfs,RDLU,7,17,171017,171034,20,2494.817
dfs,RDUL,7,17,8206,8224,20,112.54
dfs,ULDR,7,19,244971,244986,20,3645.686
dfs,ULRD,7,19,228591,228603,20,3394.492
astr,hamm,7,7,10,20,7,0.426
astr,manh,7,7,9,17,7,0.683
bfs,DRLU,7,7,316,662,7,9.452
bfs,DRUL,7,7,525,1123,7,15.079
bfs,LUDR,7,7,283,597,7,8.245
bfs,LURD,7,7,282,594,7,8.529
bfs,RDLU,7,7,315,659,7,8.977
bfs,RDUL,7,7,524,1120,7,15.025
bfs,ULDR,7,7,492,1058,7,14.336
bfs,ULRD,7,7,491,1055,7,14.198
dfs,DRLU,7,19,243,261,20,3.811
dfs,DRUL,7,19,762274,762288,20,11282.594
dfs,LUDR,7,17,152971,152984,20,2276.49
dfs,LURD,7,19,239581,239594,20,3500.908
dfs,RDLU,7,19,237,255,20,3.836
dfs,RDUL,7,19,762268,762282,20,11514.648
dfs,ULDR,7,-1,1363533,1363547,20,20000.031
dfs,ULRD,7,-1,1360789,1360803,20,20000.033
astr,hamm,7,7,8,16,7,0.362
astr,manh,7,7,8,16,7,0.64
bfs,DRLU,7,7,269,569,7,8.094
bfs,DRUL,7,7,269,569,7,7.798
bfs,LUDR,7,7,327,684,7,9.377
bfs,LURD,7,7,538,1148,7,15.614
bfs,RDLU,7,7,480,1033,7,13.909
bfs,RDUL,7,7,480,1033,7,13.921
bfs,ULDR,7,7,327,684,7,9.379
bfs,ULRD,7,7,538,1148,7,15.485
dfs,DRLU,7,19,111873,111891,20,1614.374
dfs,DRUL,7,19,120763,120781,20,1748.304
dfs,LUDR,7,19,281,296,20,4.303
dfs,LURD,7,19,762318,762328,20,11321.163
dfs,RDLU,7,17,828331,828346,20,12323.097
dfs,RDUL,7,17,850407,850420,20,12723.046
dfs,ULDR,7,19,281,296,20,4.28
dfs,ULRD,7,19,762318,762328,20,11456.535
astr,hamm,7,7,13,27,7,0.555
astr,manh,7,7,11,23,7,0.879
bfs,DRLU,7,7,536,1151,7,15.987
bfs,DRUL,7,7,659,1416,7,19.188
bfs,LUDR,7,7,390,838,7,11.36
bfs,LURD,7,7,392,841,7,11.512
bfs,RDLU,7,7,538,1154,7,15.517
bfs,RDUL,7,7,661,1419,7,19.238
bfs,ULDR,7,7,513,1103,7,14.892
bfs,ULRD,7,7,515,1106,7,15.018
dfs,DRLU,7,19,693746,693765,20,10307.203
dfs,DRUL,7,19,1159009,1159024,20,17159.09
dfs,LUDR,7,19,693654,693670,20,10282.454
dfs,LURD,7,19,1087487,1087499,20,15981.893
dfs,RDLU,7,17,171640,171656,20,2510.827
dfs,RDUL,7,17,11049,11065,20,156.727
dfs,ULDR,7,19,231986,232002,20,3450.904
dfs,ULRD,7,19,169814,169828,20,2490.16
astr,hamm,7,7,15,34,7,0.645
astr,manh,7,7,9,20,7,0.762
bfs,DRLU,7,7,349,757,7,10.703
bfs,DRUL,7,7,344,745,7,10.131
bfs,LUDR,7,7,600,1292,7,17.261
bfs,LURD,7,7,707,1512,7,20.849
bfs,RDLU,7,7,456,977,7,13.204
bfs,RDUL,7,7,451,965,7,13.103
bfs,ULDR,7,7,595,1280,7,17.225
bfs,ULRD,7,7,702,1500,7,20.278
dfs,DRLU,7,19,89,110,20,1.54
dfs,DRUL,7,19,167967,167986,20,2465.619
dfs,LUDR,7,19,203909,203923,20,3049.372
dfs,LURD,7,19,304159,304171,20,4533.636
dfs,RDLU,7,13,547419,547433,20,8050.208
dfs,RDUL,7,13,507137,507151,20,7572.983
dfs,ULDR,7,19,1158755,1158769,20,16933.598
dfs,ULRD,7,19,694400,694414,20,10178.736
astr,hamm,7,7,21,46,7,0.838
astr,manh,7,7,16,35,7,1.277
bfs,DRLU,7,7,350,760,7,10.842
bfs,DRUL,7,7,363,785,7,10.613
bfs,LUDR,7,7,565,1207,7,16.215
bfs,LURD,7,7,636,1366,7,18.548
bfs,RDLU,7,7,385,831,7,11.537
bfs,RDUL,7,7,380,819,7,11.118
bfs,ULDR,7,7,578,1232,7,16.587
bfs,ULRD,7,7,631,1354,7,18.363
dfs,DRLU,7,17,150,168,20,2.288
dfs,DRUL,7,17,168276,168290,20,2470.547
dfs,LUDR,7,19,92123,92138,20,1311.742
dfs,LURD,7,19,375855,375866,20,5500.029
dfs,RDLU,7,17,167673,167689,20,2502.681
dfs,RDUL,7,17,632,650,20,8.951
dfs,ULDR,7,19,104477,104492,20,1526.462
dfs,ULRD,7,19,212792,212806,20,3198.772
astr,hamm,7,7,15,32,7,0.609
astr,manh,7,7,9,19,7,0.734
bfs,DRLU,7,7,330,695,7,9.477
bfs,DRUL,7,7,417,881,7,11.944
bfs,LUDR,7,7,388,833,7,11.263
bfs,LURD,7,7,390,836,7,11.494
bfs,RDLU,7,7,332,698,7,9.505
bfs,RDUL,7,7,419,884,7,12.037
bfs,ULDR,7,7,475,1019,7,13.787
bfs,ULRD,7,7,477,1022,7,13.77
dfs,DRLU,7,19,400218,400233,20,5931.377
dfs,DRUL,7,19,1778,1795,20,25.19
dfs,LUDR,7,17,182261,182276,20,2668.121
dfs,LURD,7,17,306044,306057,20,4638.864
dfs,RDLU,7,19,400212,400227,20,6345.342
dfs,RDUL,7,19,1778,1795,20,24.429
dfs,ULDR,7,19,630011,630023,20,9337.158
dfs,ULRD,7,19,747349,747360,20,11478.379
astr,hamm,7,7,15,34,7,0.651
astr,manh,7,7,10,21,7,0.805
bfs,DRLU,7,7,264,559,7,7.645
bfs,DRUL,7,7,291,612,7,8.405
bfs,LUDR,7,7,514,1102,7,14.843
bfs,LURD,7,7,516,1105,7,15.032
bfs,RDLU,7,7,266,562,7,7.713
bfs,RDUL,7,7,293,615,7,8.74
bfs,ULDR,7,7,541,1155,7,15.581
bfs,ULRD,7,7,543,1158,7,15.628
dfs,DRLU,7,17,17381,17395,20,241.274
dfs,DRUL,7,19,146,165,20,2.289
dfs,LUDR,7,19,239290,239302,20,3490.861
dfs,LURD,7,19,298746,298760,20,4414.227
dfs,RDLU,7,19,13073,13090,20,193.579
dfs,RDUL,7,19,152,170,20,2.336
dfs,ULDR,7,-1,1354665,1354678,20,20000.012
dfs,ULRD,7,-1,1345036,1345049,20,20000.003
astr,hamm,7,7,8,15,7,0.333
astr,manh,7,7,8,15,7,0.609
bfs,DRLU,7,7,470,1013,7,13.614
bfs,DRUL,7,7,470,1013,7,13.602
bfs,LUDR,7,7,546,1165,7,15.686
bfs,LURD,7,7,337,704,7,9.74
bfs,RDLU,7,7,261,552,7,7.707
bfs,RDUL,7,7,261,552,7,8.0
bfs,ULDR,7,7,546,1165,7,15.675
bfs,ULRD,7,7,337,704,7,9.661
dfs,DRLU,7,-1,1343030,1343043,20,20000.006
dfs,DRUL,7,-1,1360007,1360018,20,20000.005
dfs,LUDR,7,19,762348,762358,20,11302.132
dfs,LURD,7,19,317,331,20,4.733
dfs,RDLU,7,13,36904,36914,20,561.336
dfs,RDUL,7,13,14,26,13,0.426
dfs,ULDR,7,19,762348,762358,20,11440.352
dfs,ULRD,7,19,317,331,20,4.905
astr,hamm,7,7,8,16,7,0.351
astr,manh,7,7,8,16,7,0.638
bfs,DRLU,7,7,651,1399,7,18.871
bfs,DRUL,7,7,528,1134,7,15.258
bfs,LUDR,7,7,523,1123,7,15.175
bfs,LURD,7,7,523,1123,7,15.282
bfs,RDLU,7,7,651,1399,7,19.161
bfs,RDUL,7,7,528,1134,7,15.983
bfs,ULDR,7,7,400,858,7,11.632
bfs,ULRD,7,7,400,858,7,11.623
dfs,DRLU,7,19,476109,476123,20,7066.768
dfs,DRUL,7,15,548299,548313,20,8059.389
dfs,LUDR,7,-1,1364798,1364812,20,20000.012
dfs,LURD,7,-1,1360798,1360814,20,20000.027
dfs,RDLU,7,17,169490,169503,20,2631.184
dfs,RDUL,7,17,1919,1934,20,26.67
dfs,ULDR,7,19,1158461,1158473,20,16935.67
dfs,ULRD,7,19,693690,693705,20,10307.179
astr,hamm,7,7,8,17,7,0.381
astr,manh,7,7,8,17,7,0.658
bfs,DRLU,7,7,430,924,7,12.448
bfs,DRUL,7,7,430,924,7,12.479
bfs,LUDR,7,7,519,1111,7,14.958
bfs,LURD,7,7,377,793,7,11.018
bfs,RDLU,7,7,288,606,7,8.413
bfs,RDUL,7,7,288,606,7,8.349
bfs,ULDR,7,7,519,1111,7,15.11
bfs,ULRD,7,7,377,793,7,10.793
dfs,DRLU,7,-1,1357662,1357668,20,20000.021
dfs,DRUL,7,-1,1366845,1366863,20,20000.028
dfs,LUDR,7,19,762246,762257,20,11497.513
dfs,LURD,7,19,483,497,20,7.16
dfs,RDLU,7,19,37391,37405,20,535.351
dfs,RDUL,7,19,231,248,20,3.625
dfs,ULDR,7,19,762246,762257,20,11346.439
dfs,ULRD,7,19,483,497,20,7.188
astr,hamm,7,7,8,16,7,0.361
astr,manh,7,7,8,16,7,0.637
bfs,DRLU,7,7,340,716,7,9.767
bfs,DRUL,7,7,340,716,7,9.845
bfs,LUDR,7,7,310,650,7,8.917
bfs,LURD,7,7,285,595,7,8.296
bfs,RDLU,7,7,315,661,7,9.171
bfs,RDUL,7,7,315,661,7,9.081
bfs,ULDR,7,7,310,650,7,8.877
bfs,ULRD,7,7,285,595,7,8.211
dfs,DRLU,7,17,169873,169884,20,2483.763
dfs,DRUL,7,17,1084,1098,20,15.357
dfs,LUDR,7,19,398157,398169,20,5945.403
dfs,LURD,7,19,95030,95043,20,1388.123
dfs,RDLU,7,17,169769,169781,20,2528.978
dfs,RDUL,7,17,980,995,20,13.524
dfs,ULDR,7,19,395274,395285,20,5889.077
dfs,ULRD,7,19,92147,92159,20,1352.69
astr,hamm,7,7,8,18,7,0.378
astr,manh,7,7,8,18,7,0.695
bfs,DRLU,7,7,341,730,7,9.938
bfs,DRUL,7,7,341,730,7,9.9
bfs,LUDR,7,7,454,967,7,13.123
bfs,LURD,7,7,466,987,7,13.872
bfs,RDLU,7,7,353,750,7,10.194
